Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score,Average,Classification,,,
Wikipedia,71828,"There seems to have been something wrong with the pages you made on the V8 Supercar Championship Series - a glitch with the ""align"" tags in the beginning infobox made the text grotesquely overflow the margins. I've trimmed these down; mind checking my work?",17,25,17,21,17,A2UFD1I8ZO1V4G,A1UEZLJ583HSV5,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,AIPK94CUWL45W,0.971182888,19.4,Polite,0.701151496,,
Wikipedia,626078,"Your bot's edits aren't being marked as such; that is, they still appear in my watchlist when I choose to hide bot edits. Could you do something about this?",13,9,15,11,10,AO5E3LWBYM72K,A3MN5VOZFQPNZF,A1E0EK09CA5OIO,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,-0.421125173,11.6,Rude,0.518990915,,
092011 Electrical Engineering,19056,"Sorry, but I fail to see any correspondence between the title and the actual question in the body. Could you consider rewriting the title to be more precise?",21,15,17,17,13,AO3XB5I5QNNUI,A3RLCGRXA34GC0,A3CFNUD7VR2E1E,ARYGQ46IMW8AU,A2UFD1I8ZO1V4G,0.87264535,16.6,Polite,0.443511511,,
Wikipedia,100246,"I am looking for help improving the dermatology content on wikipedia. Would you be willing to help, or do you have any friends interested in derm that would be interested in helping?",25,17,13,25,21,A233ONYNWKDIYF,APDWVWS2HMSFD,AD317NO9623GZ,A28TXBSZPWMEU9,AIPK94CUWL45W,1.645082412,20.2,Polite,0.956296312,,
Wikipedia,458737,"Well, if it isn't ""ours"" to feature, why is it ""ours"" to use? Do you mean to say that, for you, the best possible encyclopedia would not use images from outside sources, no matter their license?",9,5,10,5,8,A233ONYNWKDIYF,AISPSIJ54U4SC,A199E33VY97TR,A3T3VES112CGFO,A1F4D2PZ7NNWTL,-1.328527271,7.4,Rude,0.437493217,,
092011 Drupal Answers,5323,"it works, sorry :) another question - it displays only days ago the user last seen, can i use format_date to this somehow?",16,13,19,17,17,A1E0EK09CA5OIO,A233ONYNWKDIYF,A3OZ8KF0HWSVWK,ARYGQ46IMW8AU,A309BLCQJHQULO,0.357891657,16.4,Polite,0.444246086,,
Wikipedia,629900,I am trying to retag all the Soviet-PD images. Can you identify there the image came from?,17,13,25,15,13,A233ONYNWKDIYF,A1E0EK09CA5OIO,A3ACTDP7KEU5IW,A2JBYOEZH64Y5E,ARWMIQV2EW4PO,0.369371051,16.6,Polite,0.339559617,,
092011 Stack Overflow,1820351,"I don't understand this. There is an infinite number of possible strings between ""a longer string"" and ""another long string"", so how can you guarantee unique values?",11,13,11,13,9,ARYGQ46IMW8AU,AO3XB5I5QNNUI,A2WGBPEN45GJNF,A150TBAWIYV8J4,A28WCYNS229OHH,-0.708747356,11.4,Rude,0.444726741,,
092011 Stack Overflow,1893675,"When you say concatenate, do you mean overlay them (put them in the same place) or put them next to each other?  If you mean overlay, what do you want to happen when two pixels are at the same spot -- how do you want transparency to be handled?",19,15,17,22,15,A1133ON5ALJKXJ,A3MMLCBV2W3BP9,A3TXO6RKFIDFUV,A3KL0CPDH3AJ9Z,A39FH0T1NKKMVO,0.930712406,17.6,Polite,0.44485972,,
Wikipedia,325929,Do we have an automated-edit-using editor who's decided to just stick these in for completeness' sake? Did I miss all this?,13,1,12,13,5,A2UFD1I8ZO1V4G,A1W2G1N4BDF2DW,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,-1.040843282,8.8,Rude,0.20088439,,
Wikipedia,271167,This is irritating. What browser are you using?,7,13,5,3,9,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A2GD31JIW0OCYO,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,-1.393453861,7.4,Rude,0.48217273,,
092011 Stack Overflow,6573514,"BTW you typo'd the declaration of `bytes_read`. And what on earth is ""incertitude""?",9,9,4,1,6,A2UFD1I8ZO1V4G,A1G05O3HM7DNVZ,A2BKPNKU3EG41Z,A3DKR227NQCH4X,A39FH0T1NKKMVO,-2.108122758,5.8,Rude,0.445392388,,
092011 Cooking,9056,What does 'N.B.' stand for?,17,17,13,21,21,A233ONYNWKDIYF,ARYGQ46IMW8AU,A28TXBSZPWMEU9,A32VJLRWGMYGSU,ARX0S1CIDJLOX,0.913173769,17.8,Polite,0.445836609,,
092011 Stack Overflow,5264896,I use the [full-size version](http://training.perl.com/scripts/rename) of the rename script everyday.  Why in the world would you *not* want to use existing code?,1,5,11,1,5,A3H8M155NBFE1L,A2NPNKSW89BODS,A1HBDQ0BJQBA4Q,A3DKR227NQCH4X,A3OY0OL2M0HUTT,-1.685137688,4.6,Rude,0.446176444,,
092011 Stack Overflow,6477052,"What if there is no idle worker, how do you intend to deal with that? Just queue them up?",12,9,13,11,9,A1BS64O3JY0YJ4,A233ONYNWKDIYF,A3MMLCBV2W3BP9,A3EJ5TT2ZGBIDA,A1M1T2EF4Y2IW8,-0.66499597,10.8,Rude,0.446351051,,
092011 Stack Overflow,1776927,why are you using the LET* ? For what?,9,9,8,11,13,A33SMNMTMIOJ6T,A1G05O3HM7DNVZ,AD1IH74UX9IAI,A2BKPNKU3EG41Z,A34M93NJC830DP,-1.112265753,10,Rude,0.446402245,,
Wikipedia,159249,"<url> is having <url> spelling ""<url>"".  Perhaps you could help?",17,17,17,13,21,A16PRU8T6NZLN5,A1BJTTNDDFZ3ZP,AVHARSCRX7M9E,AQWC8BPA9JB7T,A1KC138MX47DXA,0.568078464,17,Polite,0.981430937,,
092011 Stack Overflow,1481670,"Well, solution non-withstanding, the news-story you linked to was great read. Some people, huh? :)",21,15,23,18,18,A2AE4MZVUX9JPX,A3DGKW5JY87RCH,A3TXO6RKFIDFUV,A2BKPNKU3EG41Z,A34M93NJC830DP,1.682002485,19,Polite,0.446542534,,
092011 Stack Overflow,370418,"It strikes me that you're not really looking for an algorithm. What inputs will you provide, and what output do you expect to have after you perform the algorithm?",17,9,13,11,12,AQRI1E9W5268O,A23FB7HE970AZJ,A3MMLCBV2W3BP9,A17G2LOYX7WQZ,A34M93NJC830DP,-0.404361586,12.4,Rude,0.44670966,,
Wikipedia,45783,I just sat through last Sunday's horror show... The less said about that the better. Any idea who Maurice LaMarche voiced so I can update the guest star list?,8,17,13,9,5,A3I83CQLOZRO79,A233ONYNWKDIYF,AI4WWBB2PNCKH,A26YKYQIA3GX8B,A28K8ST8B2XU0N,-0.344750278,10.4,Rude,0.589875838,,
Wikipedia,329098,"Would you be willing to do another pre-FAC review of a different article for me?  Specifically, the ""John J. Tigert"" article?",17,21,13,17,17,AZN83WTGUR1JZ,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A3GOI327COFGY5,A2AMGE57IJVSHF,0.572211207,17,Polite,0.233761888,,
092011 Stack Overflow,8625079,"Is it timing out, or getting a 500 error? Have you enabled all error reporting in your php.ini as well?",16,13,14,21,18,A3RP70I4XDGOIS,A2TK0FA154PHP0,AD1IH74UX9IAI,A3DKR227NQCH4X,A1Z7WT01G55LDC,0.318615803,16.4,Polite,0.44705849,,
092011 Stack Overflow,7395339,"@astony: *in a single step, you could transfer at least one point from element to its neighbours*.  Do you mean **at most**?",1,13,11,13,13,A3H8M155NBFE1L,A3MMLCBV2W3BP9,A2BKPNKU3EG41Z,A2WGBPEN45GJNF,A34M93NJC830DP,-0.617765531,10.2,Rude,0.447299302,,
Wikipedia,404995,I noticed that you are the major contributor to the articles. Mind if I nominate <url> at <url>?,17,17,17,16,21,A1T5YMBH35PDBX,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A2QH1BQA6GR48O,A207OR9LV0PAPY,0.752752565,17.6,Polite,0.431955794,,
Wikipedia,619754,Back on topic Jigglyfidders; I totally agree with Deconstructhis on this one. What will you do to address this issue?,17,9,9,7,13,A2UFD1I8ZO1V4G,A6YO9886DY2SC,A1KC138MX47DXA,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,-0.589406851,11,Rude,0.336602991,,
092011 Stack Overflow,1599636,"I don't think this is a duplicate, mghie - JVNR seems to want to check if it ran as well, which I don't think that other SO question really addresses - and it's certainly not in the accepted answer.  Also, JVNR, I think you could edit the question title to be a bit clearer or help other people find the question - maybe mention ""running"" a Perl script, not ""automate"", and something about checking if it ran or not?",21,17,21,13,8,A3H8M155NBFE1L,A2UFD1I8ZO1V4G,A1KC138MX47DXA,AD1IH74UX9IAI,A3OY0OL2M0HUTT,0.367461801,16,Polite,0.448206296,,
Wikipedia,564739,"The proper title of this image should be Eszopiclone.svg, since it depicts the S enantiomer. Could you change the title so I can upload an image of the racemic compound instead?",15,18,18,17,16,A1RPVYUPJZGM9Z,A21753FQKCM5DQ,A2WKPCZU4U110T,AVWFW00UYDVUD,AO5E3LWBYM72K,0.56446048,16.8,Polite,0.431183925,,
092011 Unix and Linux,3492,looks like problem with xorg or video driver. does it happen outside of the terminal?,9,5,5,17,12,AO3XB5I5QNNUI,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,-0.973477139,9.6,Rude,0.44854899,,
Wikipedia,89707,"If there was another film that had the same title and wasn't disambiguated on the 1961 film's page or the short story's page, then I cannot be held responsible. How was I to know that there was another film?",5,17,9,13,13,A1R4VG71V6XECZ,A2WKPCZU4U110T,A1BJTTNDDFZ3ZP,A3E157ZN8XPUKJ,A1RT9SQ9D9DLOV,-0.695067589,11.4,Rude,0.039229798,,
Wikipedia,8208,"Ok, many thanks for that. I'm not sure how reliable that 2nd group are - it has <url> but what about all his dinner-guests?",21,13,17,21,18,AO5E3LWBYM72K,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,A1Y3Z92RE62NPS,A2WZQ92N4809N1,0.731371224,18,Polite,0.342404811,,
092011 Drupal Answers,2973,"@Xio Then you should explain which solution is better for you. Are you asking for an existing module that is not Views, or are you asking how to do it with a custom module?",9,15,19,21,22,AO3XB5I5QNNUI,A3RLCGRXA34GC0,A23312XQ2AQ91W,A1LRRDBA84ITCJ,A13HSR88OUNIVP,0.599085444,17.2,Polite,0.448673557,,
Wikipedia,625829,"So, basically, you're just violating <url> and <url>. Why?",5,9,3,7,9,A16PRU8T6NZLN5,A2UFD1I8ZO1V4G,A3MN5VOZFQPNZF,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-1.707454536,6.6,Rude,0.793237771,,
092011 Stack Overflow,6636770,should the output rectangle have its sides parallel to the axes? ie. can the output rectangle also be rotated?,15,13,15,17,21,A33SMNMTMIOJ6T,A2OXXHGAM7B0Y,A28TXBSZPWMEU9,A3EJ5TT2ZGBIDA,A3OY0OL2M0HUTT,0.58773061,16.2,Polite,0.448865821,,
092011 Stack Overflow,3392409,"Testing is an art more than a science. Before you go off and read a book, tell me - what are you trying to accomplish?",5,14,9,9,11,A3FHCACAJU25J6,A2AE4MZVUX9JPX,A17NUCNTE4BJK6,A3TXO6RKFIDFUV,A2WGBPEN45GJNF,-1.088357595,9.6,Rude,0.449236911,,
Wikipedia,7027,"I see you've done a lot of work on hospital-related articles, especially in Oregon. Perhaps you'd like to join us in improving the articles for hospitals in Oregon?",17,23,21,21,17,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A00613921OIEGJA322163,AIPK94CUWL45W,A19ZT0TQPFA2,1.392818356,19.8,Polite,0.236788145,,
092011 Stack Overflow,4378963,what can i do about that? Make a new one??,10,7,15,9,15,A1BS64O3JY0YJ4,AL97SCCNKZILP,AYG3MF094634L,A2BKPNKU3EG41Z,A39FH0T1NKKMVO,-0.62031287,11.2,Rude,0.449568694,,
092011 Game Development,826,"Just OOC, how often does this happen?  Is it really often, or just once every few weeks?",9,9,17,13,9,AO3XB5I5QNNUI,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,-0.781147384,11.4,Rude,0.449684686,,
Wikipedia,253114,"I note you reverted my edit on <url>, quoting ""consensus"". What consensus?",9,13,13,12,9,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A1G05O3HM7DNVZ,-0.917946997,11.2,Rude,0.425095155,,
Wikipedia,264381,See <url>. I assume you didn't mean <url> ?,9,12,13,11,9,A233ONYNWKDIYF,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,-0.774647687,10.8,Rude,0.597922034,,
092011 Stack Overflow,6086737,"When/how do these links get loaded? Try $('.button').live('click') instead, does that work?",13,19,14,16,18,A28TXBSZPWMEU9,A2Y0ZGI29KQBTB,A14TK8NCD4CUN1,A125P73OQSRNI5,AFHAH1BIN51GI,0.409636709,16,Polite,0.450282246,,
Wikipedia,326720,"I was just about to create an article on the 2009 Malawian election; the purpose of adding it to the template was to give me a convenient link when I decided to do it. If red linked elections can't go in the template, why don't you delete all the red linked past elections?",9,21,2,9,12,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A26YKYQIA3GX8B,A2QH1BQA6GR48O,A28ZB4ZB13BWAI,-0.530126095,10.6,Rude,0.491198398,,
092011 Programmers,28512,"@Gulshan Sorry, obvious question - is there a reason this can't be a web application and/or done w/ something like Adobe Air?",17,13,21,15,17,A1E0EK09CA5OIO,A233ONYNWKDIYF,ARYGQ46IMW8AU,A22SZHZTF72TRM,A309BLCQJHQULO,0.54873872,16.6,Polite,0.450936263,,
092011 Photography,5657,"Ditto ""look professional"". What does that mean to you, exactly?",20,13,13,22,25,A23312XQ2AQ91W,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A1FF4KWG1G44QE,A2MWGIVIKOXWYM,0.558851123,18.6,Polite,0.450969908,,
092011 WordPress,12491,I don't quite understand the question. You want a plugin that inserts custom templates defined in plugin?,9,21,13,21,21,AO3XB5I5QNNUI,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,ARX0S1CIDJLOX,A13HSR88OUNIVP,0.222035405,17,Polite,0.450983537,,
092011 Stack Overflow,3179611,"Im also looking for an answear to this one. Is there any possibility with nhibernate to extend an entity from within another map without touching the ""main""-map ?",13,15,17,18,21,A416CQ0FIDNFT,A28TXBSZPWMEU9,AO2NFSIXUL5MT,A17G2LOYX7WQZ,A3DKR227NQCH4X,0.498700576,16.8,Polite,0.451020302,,
092011 Stack Overflow,4867406,Why is the clause changing every time?  Why don't you post your best attempt and we'll look at it?,7,14,7,15,11,A3FHCACAJU25J6,A2AE4MZVUX9JPX,A17NUCNTE4BJK6,A3TXO6RKFIDFUV,A2WGBPEN45GJNF,-0.685524159,10.8,Rude,0.451278529,,
Wikipedia,96305,Kidding about what?  Are there no reliable sources?,10,17,15,5,10,A2WKPCZU4U110T,AVHARSCRX7M9E,A2ULMYRKQMNNFG,A3E11SHVDD48Z8,AZ1RJVNOZFIWV,-0.683968857,11.4,Rude,0.004099548,,
Wikipedia,421423,I saw you changing a block's duration to 99 years. Isn't that as good as indefinite?,14,9,17,9,9,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,ASMS4TMF7H5CR,-0.40643899,11.6,Rude,0.464502393,,
092011 Stack Overflow,6587723,It's not clear to me how I can do this using the lex an the yacc. Can you be more specific?,17,15,16,13,21,A2UFD1I8ZO1V4G,A14TK8NCD4CUN1,A17G2LOYX7WQZ,A150TBAWIYV8J4,A3DKR227NQCH4X,0.524388468,16.4,Polite,0.452118808,,
092011 WordPress,3378,"*@user1147* I edited your question heavily to try to make it more clear *(please review to make sure I didn't change the meaning.)* One thing I didn't understand was when you said *""when I open a single page to check post""*; can you be more clear what you meant by *""single page?""*",17,15,17,17,21,AO3XB5I5QNNUI,A3RLCGRXA34GC0,A3CPYEB0W3MLZK,ARYGQ46IMW8AU,AKWJ5294VIZRR,0.827602519,17.4,Polite,0.452294789,,
092011 Stack Overflow,4169640,"Sure seems to work for me on FF 3.6, Chrome 7, IE 8...  http://jsfiddle.net/x3MMA/ (added a console.log to test).  Are we missing some details of the problem?",9,25,10,5,10,A382TYYEB424GH,A3E157ZN8XPUKJ,A1F4D2PZ7NNWTL,A3DKR227NQCH4X,A312BVGKE6BAS5,-0.470347087,11.8,Rude,0.452499719,,
092011 Stack Overflow,6490282,"What is the actual question: how to build ConnectionKit as a framework, how to use/link an arbitrary framework to a project in Xcode (which version?), or both?",8,9,5,17,17,A3RP70I4XDGOIS,ACQ5ARKNBGZKY,A872FSFU7WV6W,A2BKPNKU3EG41Z,A1Z7WT01G55LDC,-0.584965401,11.2,Rude,0.452587586,,
Wikipedia,470852,Where have you put this material? On a user page somewhere?,13,8,10,13,13,A2UFD1I8ZO1V4G,A6YO9886DY2SC,AO5E3LWBYM72K,ARYGQ46IMW8AU,A1Y3Z92RE62NPS,-0.687360558,11.4,Rude,0.426338118,,
092011 Photography,3557,"Definitely not, mainly because no such lens exists. Did you mean EF 70-200 f/4 L or EF-S 18-200 f/3.5-5.6?",17,13,25,13,14,AO3XB5I5QNNUI,A233ONYNWKDIYF,A1HUUSCZ4I5SOP,A2UFD1I8ZO1V4G,A1T5YMBH35PDBX,0.584238219,16.4,Polite,0.45291932,,
Wikipedia,625430,"So you deny you did anything wrong Jason?  And we're all Nazi's persecuting you, Itake and Uncle Davey?",3,1,9,1,8,AW6UIL04MLQ9N,AO5E3LWBYM72K,A3E157ZN8XPUKJ,AVHARSCRX7M9E,A1E0EK09CA5OIO,-2.207666112,4.4,Rude,0.066815687,,
092011 Stack Overflow,6960496,"@pimvdb, No I don't. Do you have something which could lead me to a solution or just wanna make some pointless comments?",1,1,9,12,1,A2USG66RL7MM4E,A233ONYNWKDIYF,AYG3MF094634L,A14TK8NCD4CUN1,A320SR22MPGY17,-2.478283579,4.8,Rude,0.453014971,,
092011 Cooking,16670,"I'm a little afraid to ask, but... what *is* a meat salad?",13,13,21,17,18,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A2QZV6QX8WXJUN,ARYGQ46IMW8AU,A1IL3EEC2BN53J,0.266683529,16.4,Polite,0.453079293,,
092011 Stack Overflow,5120573,"... since your're quoting something, mind sharing what you're quoting? A homework assignment perhaps?",13,5,12,12,11,A233ONYNWKDIYF,A23FB7HE970AZJ,A14TK8NCD4CUN1,A3TXO6RKFIDFUV,AD1IH74UX9IAI,-0.692752116,10.6,Rude,0.453421478,,
Wikipedia,619323,"I agree with you in that this chapter has no place on <url>, moreover its inclusion there seems highly suspicious. Is there any way to see who added a particular word/sentence/paragraph without manually going through the history?",17,17,15,21,13,A233ONYNWKDIYF,A22SZHZTF72TRM,AYG3MF094634L,A34A6MSJTD9A4L,A1BJTTNDDFZ3ZP,0.660034706,16.6,Polite,0.624976233,,
092011 GIS,458,"Is location important, or are you just looking for a hierarchy?  I see you are going to be using ""categorization by location"", but are you planning on using attributes (like a lookup table) or a spatial search (like ""what's near me"")?",13,17,21,21,18,AO3XB5I5QNNUI,A233ONYNWKDIYF,A26PVQXPVF93M0,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,1.176294773,18,Polite,0.453693439,,
092011 Cooking,1065,Thanks! How much batter do you use for each shell?,13,17,21,18,21,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A3OZ8KF0HWSVWK,A3GLUDQZGEJL5G,A309BLCQJHQULO,1.236517346,18,Polite,0.453826967,,
092011 Stack Overflow,7647016,I am pretty sure SendGrid has this type of import and throttling build into their service. Why are you *doing it yourself*?,9,13,13,12,10,A3VJDU2VRMN05L,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A3EJ5TT2ZGBIDA,A1KC138MX47DXA,-0.915785757,11.4,Rude,0.453884316,,
Wikipedia,223339,"I'm not quite sure who you are, and I don't know why you dislike me, but the feeling is not reciprocated (or maybe it is, and I've forgotten?). Where do I know you?",9,5,12,17,17,A16PRU8T6NZLN5,A1TLLJDX8H4JP1,A2UBXHCHM2I6IL,A1RT9SQ9D9DLOV,A3FGBGZ4RKH712,-0.421614522,12,Rude,0.651866997,,
092011 Web Applications,2050,"Are you running a dedicated server with your own VMs, or do you have one VM provided by a hosting company? Or are you talking about vhosts in regard of apache being multi-homed?",17,12,13,9,9,AO3XB5I5QNNUI,AYG3MF094634L,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,-0.530134547,12,Rude,0.4545737,,
Wikipedia,527375,Just got around to this on <url>. Do you still need help or is this sorted?,16,15,21,17,18,AYG3MF094634L,A3LXBP8T6JMY9B,A2ULMYRKQMNNFG,A1F4D2PZ7NNWTL,A38N58BSMTA0BE,0.732105268,17.4,Polite,0.517381058,,
092011 Stack Overflow,6299413,"Usually you don't get answers, if you don't show effort of solving things by yourself first. So, what are your thoughts, what is your proposed solution, what is clear and what is unclear to you?",13,9,9,13,17,A3E157ZN8XPUKJ,A3OW54MEVDKXJL,A3MMLCBV2W3BP9,A125P73OQSRNI5,A39FH0T1NKKMVO,-0.726462678,12.2,Rude,0.454652796,,
Wikipedia,333431,"On second thought, the mix of pseudo-politeness, vulgarity and threats is...really creepy. Could ya...stop?",9,7,1,5,11,A233ONYNWKDIYF,A1JMINVUZ2AOZR,A3CA5S8GR8TZ1U,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,-1.54023038,6.6,Rude,0.303125229,,
Wikipedia,481226,That image is CC and has a link to its source. What is it missing?,9,9,11,9,19,A233ONYNWKDIYF,A1TLLJDX8H4JP1,AC25X12LNYY6Y,A1F4D2PZ7NNWTL,AEYHIQUDWJ3KV,-0.378421701,11.4,Rude,0.767736397,,
092011 TeX - LaTeX,3012,"Done. Do you specifically want small numbers inside the big number, or just shading?",17,14,19,19,23,AO3XB5I5QNNUI,A3RLCGRXA34GC0,A23312XQ2AQ91W,A1KC138MX47DXA,A1FF4KWG1G44QE,0.796673048,18.4,Polite,0.455008476,,
Wikipedia,620599,Another admin has already deleted the article. Do you need me to restore it for you?,22,19,21,14,18,ANGX5PAAYGL9P,AO5E3LWBYM72K,A2MWGIVIKOXWYM,A2LQ33BQ8G259D,A872FSFU7WV6W,0.613237504,18.8,Polite,0.058601172,,
092011 Stack Overflow,3117541,You'll have to give us a bit more context here.  Can you provide a code snippet that displays this problem?,17,11,23,19,17,A233ONYNWKDIYF,A14TK8NCD4CUN1,A1KC138MX47DXA,A34M93NJC830DP,A321FJYVTX5WP9,1.161319185,17.4,Polite,0.45571049,,
Wikipedia,626172,"Good one for the beginning. Is it possible to paint, say, red color an area between the null line and the curve below it, and blue (or green) an area between the null line and the curve above it?",18,22,17,13,13,AW6UIL04MLQ9N,AO5E3LWBYM72K,A3MN5VOZFQPNZF,A24VFD1THQRMFO,A3R708BQ3N67PY,0.623841171,16.6,Polite,0.957599359,,
092011 Ask Ubuntu,456,"While automatically running a rootkit removal/detection tool on a live system might help you discover less sophisticated rootkits, you should also be aware of its limitation. Assuming your system has been infested by a rootkit, how do you know that the rootkit hasn't been tampering with your rootkit removal/detection tool?",5,9,12,9,5,AO3XB5I5QNNUI,A233ONYNWKDIYF,A23312XQ2AQ91W,A3E157ZN8XPUKJ,ARX0S1CIDJLOX,-1.421242626,8,Rude,0.45638835,,
092011 WordPress,1288,*@RealityCramp* - I have read your question several times and while I think I understand what you might be asking I'm at a loss regarding the details. Can you please rephrase your question?,13,9,13,13,7,AO3XB5I5QNNUI,AYG3MF094634L,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,ARX0S1CIDJLOX,-0.60154179,11,Rude,0.456541319,,
092011 Stack Overflow,8737556,"@Nobody: How much slower is that, these days? Do you have any data?",13,13,12,10,14,A2UFD1I8ZO1V4G,A28ZB4ZB13BWAI,A14TK8NCD4CUN1,A2BKPNKU3EG41Z,A2GSW5RBAT5LQ5,-0.30393759,12.4,Rude,0.456626323,,
092011 Apple,5147,"Based on the lack of reply, maybe you should take a different approach. What is wrong with installing 300 drivers?",24,13,5,17,21,A1ZHP80O13CEUI,A28TXBSZPWMEU9,A2JJLF3PI5XJ0I,A3S5L3I8O3Q2G,ARX0S1CIDJLOX,1.08059014,16,Polite,0.456929719,,
Wikipedia,627308,On the third reading... Why not include an edit summary that tells me this? Why not revert my revert?,13,9,12,15,11,A1VE0KG5BAO7EU,A3454T4PU9GJM0,A2ULMYRKQMNNFG,A872FSFU7WV6W,A1F4D2PZ7NNWTL,-0.502948391,12,Rude,0.726749595,,
Wikipedia,231700,"Hi, I noticed that you've pointed out an accuracy in the restoration of <url> used in the article. I've just started up a review page for paleoart here, and started a section for that image: <url> Would you mind commenting on it so it can be fixed?",21,17,17,21,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,AIPK94CUWL45W,1.170661209,18.6,Polite,0.585722203,,
092011 Stack Overflow,2330250,The way you were doing it at first looks right. Can you post the exact text of the error message you get?,17,16,19,21,16,A1G05O3HM7DNVZ,A3EJ5TT2ZGBIDA,A17G2LOYX7WQZ,A3DKR227NQCH4X,A39FH0T1NKKMVO,0.580059449,17.8,Polite,0.45766619,,
Wikipedia,625139,"Up to you - I see myself picking off one or two every now and then but nowhere near the level of work NortyNort is doing now. By the way, I have an open CCI request that I want a second opinion on - could you please help?",21,15,19,17,16,A233ONYNWKDIYF,A3LXBP8T6JMY9B,A2ULMYRKQMNNFG,A1F4D2PZ7NNWTL,AB08R15AWTVDT,0.713418504,17.6,Polite,0.971168804,,
092011 Stack Overflow,4710984,You can place islands so there is no path between points. What should happen then?,13,13,9,13,1,A2NPNKSW89BODS,A2UFD1I8ZO1V4G,A233ONYNWKDIYF,A14TK8NCD4CUN1,A3DKR227NQCH4X,-0.511437842,9.8,Rude,0.457840714,,
092011 Photography,15839,"The ""shaped bokeh"" effect is a special case. Does http://photo.stackexchange.com/questions/2706/what-is-bokeh-really answer your question?",13,8,8,13,17,A233ONYNWKDIYF,A1KC138MX47DXA,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A13HSR88OUNIVP,-0.949753832,11.8,Rude,0.458194958,,
092011 Stack Overflow,4740254,"Are you looking to round to those specific 12 colors in Google image search, or was that just an example of color rounding? If the latter, how many colors would you ideally like to end up with?",18,13,21,13,17,A3SMTP08PPXDWA,A2WGBPEN45GJNF,A3DKR227NQCH4X,A34M93NJC830DP,A312BVGKE6BAS5,0.498720712,16.4,Polite,0.458574458,,
092011 Stack Overflow,2892892,@aaa: what would be a general way? I mean how general it can get?,5,17,13,16,8,A1133ON5ALJKXJ,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,-0.891505568,11.8,Rude,0.458645593,,
092011 Stack Overflow,2133903,"Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to ""re-convert"" the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`?",19,8,9,5,5,A2TMSM19YCEXLE,A1KYGP10BH4FXU,A3E157ZN8XPUKJ,A3TXO6RKFIDFUV,A34M93NJC830DP,-2.000818423,9.2,Rude,0.458780191,,
092011 Stack Overflow,8105946,There are many factors that influence the layout and size of an ImageView. Are you able to share the layout file?,13,17,17,21,13,A2UME0TSE7N41G,A2UFD1I8ZO1V4G,A233ONYNWKDIYF,A872FSFU7WV6W,A321FJYVTX5WP9,0.976744699,16.2,Polite,0.45880139,,
092011 Theoretical Computer Science,2373,Perhaps you could explain why you believe that these *should* be related? Do you have any evidence that supports this belief?,17,17,17,21,17,A233ONYNWKDIYF,ARYGQ46IMW8AU,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,AI4WWBB2PNCKH,1.105039252,17.8,Polite,0.459870982,,
